id,name,acronym,red,green,blue,structure_order,parent_id,parent_acronym,collapse
2043,"Zona incerta, rostral part",ZIR,255,79,87,78120,797,ZI,
2053,"Zona incerta, dosal part",ZID,255,79,87,78130,797,ZI,
2054,"Zona incerta, ventral part",ZIV,255,79,87,78140,797,ZI,
796,DA13 dopamine cells,DA13,255,79,87,78200,797,ZI,
2110,Nucleus of the fields of Forel,F,255,79,87,78300,797,ZI,
10671,Median eminence,ME,255,80,80,78400,1097,HY,
313,Midbrain,MB,255,200,255,78500,343,BS,
2107,Prerubral field,PR,255,200,255,78510,313,MB,
339,"Midbrain, sensory related",MBsen,255,176,254,78600,313,MB,
2476,Superior colliculus,SC,255,176,254,78610,339,MBsen,
302,"Superior colliculus, sensory related",SCs,255,152,250,78700,2476,SC,
851,Optic layer of the superior colliculus,Op,255,152,250,78800,302,SCs,
842,Superficial gray layer of the superior colliculus,SuG,255,152,250,78900,302,SCs,
834,Zonal layer of superior colliculus,Zo,255,152,250,79000,302,SCs,
4,Inferior colliculus,IC,255,152,255,79100,339,MBsen,
811,Central nucleus of the inferior colliculus,CIC,255,152,255,79200,4,IC,
820,Dorsal cortex of the inferior colliculus,DCIC,255,152,255,79300,4,IC,
828,External cortex of the inferior colliculus,ECIC,255,152,255,79400,4,IC,
2188,"External cortex of the inferior colliculus, layer 1",ECIC1,255,152,255,79410,828,ECIC,
2189,"External cortex of the inferior colliculus, layer 2",ECIC2,255,152,255,79420,828,ECIC,
2190,"External cortex of the inferior colliculus, layer 3",ECIC3,255,152,255,79430,828,ECIC,
2457,Commissural nucleus of the inferior colliculus,Com,255,152,255,79440,4,IC,
2475,Recess of the inferior colliculus,ReIC,255,152,255,79450,4,IC,
580,Nucleus of the brachium of the inferior colliculus,BIC,255,152,253,79500,339,MBsen,
271,Sagulum nucleus,Sag,255,152,251,79600,339,MBsen,
874,Parabigeminal nucleus,PBG,255,152,252,79700,339,MBsen,
2163,Microcellular tegmental nucleus,MiTg,255,152,252,79710,339,MBsen,
460,Mesencephalic trigeminal nucleus,Me5,255,152,254,79800,339,MBsen,
2108,Subcommissural organ ,SCO,255,152,254,79810,339,MBsen,
323,"Midbrain, motor related",MBmot,255,132,255,79900,313,MB,
2147,Mesencephalic reticular formation,mRt,255,132,255,79910,323,MBmot,
2131,prosomere 1 reticular formation,p1Rt,255,132,255,79920,323,MBmot,
2181,Isthmic reticular formation,isRt,255,132,255,79930,323,MBmot,
2154,Pararubral nucleus,PaR,255,132,255,79940,323,MBmot,
381,"Substantia nigra, reticular part",SNR,255,178,247,80000,323,MBmot,
749,Ventral tegmental area,VTA,255,178,246,80100,323,MBmot,
2138,Paranigral nucleus of the VTA,PN,255,178,246,80110,749,VTA,
2144,Parainterfascicular nucleus of the VTA,PIF,255,178,246,80120,749,VTA,
2124,Parabranchial pigmented nucleus of the VTA,PBP,255,178,246,80130,749,VTA,
2427,"Ventral tegmental area, rostral part",VTAR,255,178,246,80140,749,VTA,
2112,Rostral interstitial nucleus of the medial longitudinal fasciculus,RI,255,178,246,80150,313,MBmot,
2101,DA11 dopamine cells,DA11,255,178,246,80160,313,MBmot,
246,Retroisthmic nucleus,RIs,255,178,249,80200,323,MBmot,
2153,Retrorubral field,RRF,255,178,249,80210,246,RIs,
294,"Superior colliculus, motor related",SCm,255,178,248,80700,2476,SC,
26,Deep gray layer of the superior colliculus,DpG,255,178,248,80800,294,SCm,
42,Deep white layer of the superior colliculus,DpWh,255,178,248,80900,294,SCm,
17,Intermediate white layer of the superior colliculus,InWh,255,178,248,81000,294,SCm,
10,Intermediate gray layer of the superior colliculus,InG,255,178,248,81100,294,SCm,
795,Periaqueductal gray,PAG,255,144,255,81500,323,MBmot,
2141,Dorsomedial periaqueductal gray,DMPAG,255,144,255,81510,795,PAG,
2142,Lateral periaqueductal gray,LPAG,255,144,255,81520,795,PAG,
2143,Pleoglial periaqueductal gray,PlPAG,255,144,255,81530,795,PAG,
2148,Dorsolateral periaqueductal gray,DLPAG,255,144,255,81540,795,PAG,
2162,Ventrolateral periaqueductal gray,VLPAG,255,144,255,81550,795,PAG,
2114,prosomere 1 periaqueductal gray,p1PAG,255,144,255,81560,795,PAG,
2123,Lithoid nucleus,Lth,255,144,255,81570,323,MBmot,
50,Precommissural nucleus,PrC,255,144,255,81600,323,MBmot,
67,Interstitial nucleus of Cajal,InC,255,145,255,81700,323,MBmot,
2129,"Interstitial nucleus of Cajal, shell region",InCSh,255,145,255,81710,67,InC,
587,Nucleus of Darkschewitsch,Dk,255,146,255,81800,323,MBmot,
2152,Supraoculomotor cap,Su3C,255,146,255,81810,323,MBmot,
2156,Supraoculomotor periaqueductal gray,Su3,255,146,255,81820,323,MBmot,
1100,Pretectal region,PRT,255,176,250,81900,323,MBmot,
215,Anterior pretectal nucleus,APT,255,176,249,82000,1100,PRT,
2099,"Anterior pretectal nucleus, dorsal part",APTD,255,176,249,82010,215,APT,
2100,"Anterior pretectal nucleus, ventral part",APTV,255,176,249,82020,215,APT,
531,Medial pretectal area,MPT,255,176,248,82100,1100,PRT,
2415,Retrocommissural nucleus,ReC,255,176,248,82110,1100,PRT,
628,Nucleus of the optic tract,OT,255,176,247,82200,1100,PRT,
634,Nucleus of the posterior commissure,PCom,255,176,246,82300,1100,PRT,
2121,Magnocellular nucleus of the posterior commissure,MCPC,255,176,246,82310,634,PCom,
706,Olivary pretectal nucleus,OPT,255,176,245,82400,1100,PRT,
1061,Posterior pretectal nucleus,PPT,255,176,244,82500,1100,PRT,
2122,Retroparafascicular nucleus,RPF,255,176,244,82510,1100,PRT,
616,Cuneiform nucleus,CnF,255,178,254,82600,323,MBmot,
2192,Precuneiform area,PrCnF,255,178,254,82610,616,CnF,
214,Red nucleus,R,255,134,249,82700,323,MBmot,
2137,"Red nucleus, parvicellular part",RPC,255,134,249,82710,214,R,
2139,"Red nucleus, magnocellular part",RMC,255,134,249,82720,214,R,
2136,Medial accessory oculomotor nucleus,MA3,255,168,255,82730,323,MBmot,
35,Oculomotor nerve,3N,255,168,255,82800,323,MBmot,
2157,"Oculomotor nucleus, parvicellular part",3PC,255,168,255,82810,35,3N,
975,Edinger-Westphal nucleus,EW,255,178,253,82900,323,MBmot,
2130,Pre-Edinger-Westphal nucleus,PrEW,255,178,253,82910,975,EW,
115,Trochlear nucleus,4N,255,178,255,83000,323,MBmot,
2180,Trochlear nucleus shell region,4Sh,255,178,255,83010,115,4N,
2179,Paratrochlear nucleus,Pa4,255,178,255,83020,115,4N,
757,Ventral tegmental nucleus,VTg,255,177,250,83100,323,MBmot,
231,Anterior tegmental nucleus,ATg,255,177,252,83200,323,MBmot,
2168,Rhabdoid nucleus,Rbd,255,177,252,83210,323,MBmot,
66,Lateral terminal nucleus of the accessory optic tract,LT,255,177,253,83300,323,MBmot,
75,Dorsal terminal nucleus,DT,255,177,253,83400,323,MBmot,
58,Medial terminal nucleus,MT,255,177,253,83500,323,MBmot,
615,"Substantia nigra, lateral part",SNL,255,178,247,83600,323,MBmot,
348,"Midbrain, behavioral state related",MBsta,255,176,253,83700,313,MB,
374,"Substantia nigra, compact part",SNC,255,158,248,83800,348,MBsta,
2134,"Substantia nigra, compact part, dorsal tier",SNCD,255,158,248,83810,374,SNC,
2135,"Substantia nigra, compact part, medial tier",SNCM,255,158,248,83820,374,SNC,
1052,Pedunculotegmental nucleus,PTg,255,158,255,83900,348,MBsta,
2183,Subpeduncular tegmental nucleus,SPTg,255,158,255,83910,1052,PTg,
165,Midbrain raphÈ nuclei,RAmb,255,158,254,84000,348,MBsta,
12,Interfascicular nucleus,IF,255,158,251,84100,165,RAmb,
100,Interpeduncular nucleus,IP,255,158,247,84200,165,RAmb,
2140,"Interpeduncular nucleus, rostral subnucleus",IPR,255,158,247,84210,100,IP,
2145,"Interpeduncular nucleus, lateral subnucleus",IPL,255,158,247,84220,100,IP,
2146,"Interpeduncular nucleus, caudal subnucleus",IPC,255,158,247,84230,100,IP,
2149,"Interpeduncular nucleus, dorsomedial subnucleus",IPDM,255,158,247,84240,100,IP,
2151,"Interpeduncular nucleus, dorsolateral subnucleus",IPDL,255,158,247,84250,100,IP,
2150,"Interpeduncular nucleus, intermediate subnucleus",IPI,255,158,247,84260,100,IP,
2160,"Interpeduncular nucleus, apical subnucleus",IPA,255,158,247,84270,100,IP,
197,Rostral linear nucleus (midbrain),RLi ,255,158,249,84300,165,RAmb,
591,Caudal linear nucleus of the raphÈ,CLi,255,158,253,84400,165,RAmb,
872,Dorsal raphÈ nucleus,DR,255,158,252,84500,165,RAmb,
2173,"Dorsal raphÈ nucleus, caudal part",DRC,255,158,252,84510,872,DR,
2174,"Dorsal raphÈ nucleus, dorsal part",DRD,255,158,252,84520,872,DR,
2175,Dorsal raphÈ interfascicular part,DRI,255,158,252,84530,872,DR,
2176,"Dorsal raphÈ nucleus, lateral part",DRL,255,158,252,84540,872,DR,
2177,"Dorsal raphÈ nucleus, ventral part",DRV,255,158,252,84550,872,DR,
2178,Posterodorsal raphÈ nucleus,PDR,255,158,252,84560,872,DR,
1065,Hindbrain,HB,255,155,168,84600,343,BS,
771,Pons,P,255,155,136,84700,1065,HB,
1132,"Pons, sensory related",P-sen,255,170,98,84800,771,P,
612,Paralemniscal nucleus,PL,255,170,97,84900,1132,P-sen,
82,Dorsal nucleus of the lateral lemniscus,DLL,255,170,97,85000,612,PL,
99,Ventral nucleus of the lateral lemniscus,VLL,255,170,97,85200,612,PL,
2172,Intermediate nucleus of the lateral lemniscus,ILL,255,170,97,85210,612,PL,
2184,"Triangular nucleus, lateral lemniscus",TrLL,255,170,97,85220,612,PL,
7,Principal sensory trigeminal nucleus,Pr5,255,170,95,85300,1132,P-sen,
2203,"Principal sensory trigeminal nucleus, dorsomedial part",Pr5DM,255,170,95,85310,7,Pr5,
2202,"Principal sensory trigeminal nucleus, ventrolateral part",Pr5VL,255,170,95,85320,7,Pr5,
867,Parabrachial nucleus,PB,255,170,96,85400,1132,P-sen,
123,Kolliker-Fuse nucleus,KF,255,165,96,85500,867,PB,
881,Lateral parabrachial nucleus,LPB,255,169,96,85600,867,PB,
860,"Lateral parabrachial nucleus, central part",LPBC,255,169,96,85700,881,LPB,
2458,"Lateral parabrachial nucleus, crescent part",LPBCr,255,169,96,85710,881,LPB,
868,"Lateral parabrachial nucleus, dorsal part",LPBD,255,169,96,85800,881,LPB,
875,"Lateral parabrachial nucleus, external part",LPBE,255,169,96,85900,881,LPB,
883,"Lateral parabrachial nucleus, superior part",LPBS,255,169,96,86000,881,LPB,
891,"Lateral parabrachial nucleus, ventral part",LPBV,255,169,96,86100,881,LPB,
2213,"Lateral parabrachial nucleus, internal part",LPBI,255,169,96,86110,881,LPB,
890,Medial parabrachial nucleus,MPB,255,168,96,86200,867,PB,
899,"Medial parabrachial nucleus, external part",MPBE,255,168,96,86300,890,MPB,
398,Superior olivary complex,SOC,255,170,94,86600,1132,P-sen,
122,"Superior olivary complex, periolivary nucleus",POR,255,170,94,86700,398,SOC,
2207,Lateroventral periolivary nucleus,LVPO,255,170,94,86710,122,POR,
2208,Medioventral periolivary nucleus,MVPO,255,170,94,86720,122,POR,
2209,Dorsal periolivary region,DPO,255,170,94,86730,122,POR,
2227,Caudal periolivary nucleus,CPO,255,170,94,86740,122,POR,
2456,Superior paraolivary nucleus,SPO,255,170,94,86750,398,SOC,
105,Medial superior olive,MSO,255,170,94,86800,398,SOC,
114,Lateral superior olive,LSO,255,170,94,86900,398,SOC,
2187,Nucleus of the central acoustic tract,CAT,255,170,94,86910,398,SOC,
987,"Pons, motor related",P-mot,255,174,92,87000,771,P,
2191,A7 noradrenaline cells,A7,255,79,87,78320,987,P-mot,
280,Barrington's nucleus,Bar,255,174,80,87100,987,P-mot,
2459,"Barrington's nucleus, dorsal part",Bard,255,174,80,87110,280,Bar,
2460,"Barrington's nucleus, ventral part",Barv,255,174,80,87120,280,Bar,
880,Dorsal tegmental nucleus,DTg,255,174,87,87200,987,P-mot,
2210,"Dorsal tegmental nucleus, central part",DTgC,255,174,87,87210,880,DTg,
2201,"Dorsal tegmental nucleus, pericentral part",DTgP,255,174,87,87220,880,DTg,
2230,Posterodorsal tegmental nucleus,PDTg,255,174,87,87230,880,DTg,
898,Central gray,CG,255,174,120,87400,987,P-mot,
2215,"Central gray, alpha part",CGA,255,174,120,87410,898,CG,
2216,"Central gray, beta part",CGB,255,174,120,87420,898,CG,
2231,"Central gray, gamma part",CGG,255,174,120,87430,898,CG,
2221,"Central gray, nucleus O",CGO,255,174,120,87440,898,CG,
931,Pontine nuclei,Pn,255,174,92,87500,987,P-mot,
2206,"Pontine reticular nucleus, caudal part",PnC,255,174,85,87600,987,P-mot,
2197,Dorsomedial tegmental area,DMTg,255,174,85,87610,1117,P-sat,
2220,Sphenoid nucleus,Sph,255,174,92,87710,987,P-mot,
318,Supragenual nucleus,SGe,255,174,84,87800,987,P-mot,
462,Superior salivatory nucleus,SuS,255,174,83,87900,987,P-mot,
534,Supratrigeminal nucleus,Su5,255,174,82,88000,987,P-mot,
574,Reticulotegmental nucleus of the pons,RtTg,255,174,81,88100,987,P-mot,
2165,"Reticulotegmental nucleus of the pons, pericentral part",RtTgP,255,174,81,88110,574,RtTg,
2166,B9 serotonin cells,B9,255,174,81,88120,771,P,
621,Motor trigeminal nucleus,5N,255,174,104,88200,987,P-mot,
2204,"Motor trigeminal nucleus, anterior digastric part",5ADi,255,174,104,88210,621,5N,
2453,"Motor trigeminal nucleus, temporalis part",5Te,255,174,104,88210,621,5N,
2194,Interfascicular trigeminar nucleus,IF5/5TT,255,174,104,88220,621,5N,
2454,"Motor trigeminal nucleus, masseter part",5Ma,255,174,104,88220,621,5N,
2455,"Motor trigeminal nucleus, medial pterygoid part",5MPt,255,174,104,88230,621,5N,
2193,Peritrigeminal zone,P5,255,174,104,88230,987,P-mot,
1117,"Pons, behavioral state related",P-sat,255,172,120,88300,771,P,
679,Nucleus raphÈ,NR,255,172,119,88400,1117,P-sat,
137,Paramedian raphÈ nucleus,PMnR,255,172,119,88500,679,NR,
130,Median raphÈ nucleus,MnR,255,172,119,88600,679,NR,
147,Locus coeruleus,LC,255,172,118,88700,1117,P-sat,
2284,Laterodorsal tegmental nucleus,LDT,255,172,117,88800,1117,P-sat,
162,"Laterodorsal tegmental nucleus, dorsal part",LDTg,255,172,117,88810,2284,LDT,
2366,"Laterodorsal tegmental nucleus, dorsal part, lateral division",LDTdl,255,172,117,88820,162,LDTg,
2367,"Laterodorsal tegmental nucleus, dorsal part, medial division",LDTdm,255,172,117,88830,162,LDTg,
2195,"Laterodorsal tegmental nucleus, ventral part",LDTgV,255,172,117,88840,2284,LDT,
146,Pontine reticular nucleus,PRNr,255,172,120,89000,1117,P-sat,
2205,"Pontine reticular nucleus, oral part",PnO,255,172,120,89010,146,PRNr,
2217,"Pontine reticular nucleus, ventral part",PnV,255,172,120,89020,146,PRNr,
2182,Epirubrospinal nucleus,ERS,255,172,120,89030,146,PRNr,
2185,Medial paralemniscial nucleus,MPL,255,172,120,89040,1117,P-sat,
2186,"Perilemniscal nucleus, ventral part",PLV,255,172,120,89050,1117,P-sat,
238,Pontine raphÈ nucleus,PnR,255,172,115,89100,1117,P-sat,
354,Medulla,MY,255,160,176,89400,1065,HB,
2246,A5 noradrenaline cells,A5,255,79,87,78330,354,MY,
386,"Medulla, sensory related",MY-sen,255,176,176,89500,354,MY,
207,Area postrema,AP,255,176,178,89600,386,MY-sen,
2274,Area subpostrema,SubP,255,176,178,89610,386,MY-sen,
607,Cochlear nuclei,CN,255,176,177,89700,386,MY-sen,
112,Granule cell layer of the cochlear nuclei,GrC (VCCap in 81),255,176,177,89800,607,CN,
560,"Ventral cochlear nucleus, granule cell layer",VCAGr,255,176,177,89900,607,CN,
96,Dorsal cochlear nucleus,DC,255,155,205,90000,607,CN,
2234,"Dorsal cochlear nucleus, molecular layer",DCMo,255,155,205,90010,96,DC,
2235,"Dorsal cochlear nucleus, fusiform layer",DCFu,255,155,205,90020,96,DC,
2236,"Dorsal cochlear nucleus, deep layer",DCDp,255,155,205,90030,96,DC,
101,Ventral cochlear nucleus,VC,255,155,205,90100,607,CN,
2238,"Ventral cochlear nucleus, anterior part",VCA,255,155,205,90110,101,VC,
2237,"Ventral cochlear nucleus, posterior part",VCP,255,155,205,90120,101,VC,
2243,"Ventral cochlear nucleus, posterior part, octopus cell area",VCPO,255,155,205,90130,101,VC,
720,Dorsal column nuclei,DCN,255,177,176,90200,386,MY-sen,
711,Cuneate nucleus,Cu,255,177,177,90300,720,DCN,
2285,"Cuneate nucleus, dorsal part",CuD,255,177,177,90310,711,Cu,
2278,"Cuneate nucleus, rotundus part",CuR,255,177,177,90320,711,Cu,
1039,Gracile nucleus,Gr,255,177,178,90400,720,DCN,
903,External cuneate nucleus,ECu,255,176,179,90500,386,MY-sen,
642,Nucleus of the trapezoid body,Tz,255,176,181,90600,386,MY-sen,
2249,Trigeminal-solitary transition zone,5Sol,255,176,181,90610,386,MY-sen,
651,Solitary nucleus,Sol,255,178,176,90700,386,MY-sen,
659,"Solitary nucleus, central part",SolCe,255,178,177,90800,651,Sol,
666,"Solitary nucleus, commissural part",SolC,255,178,178,90900,651,Sol,
674,"Solitary nucleus, gelatinous part",SolG,255,178,179,91000,651,Sol,
2250,"Solitary nucleus, intermediate part",SolIM,255,178,179,91010,651,Sol,
682,"Solitary nucleus, lateral part",SolL,255,178,180,91100,651,Sol,
691,"Solitary nucleus, medial part",SolM,255,178,181,91200,651,Sol,
2263,"Solitary nucleus, ventral part",SolV,255,178,181,91210,651,Sol,
2273,"Solitary nucleus, ventrolateral part",SolVL,255,178,181,91220,651,Sol,
2271,"Solitary nucleus, dorsolateral part",SolDL,255,178,181,91230,651,Sol,
2264,"Solitary nucleus, dorsomedial part",SolDM,255,178,181,91240,651,Sol,
2265,"Solitary nucleus, interstitial part",SolI,255,178,181,91250,651,Sol,
2470,"Soltary nucleus, rostrolateral part",SolRL,255,178,181,91260,651,Sol,
429,"Spinal trigeminal nucleus, caudal part",Sp5C,255,176,183,91300,386,MY-sen,
437,"Spinal trigeminal nucleus, interpolar part",Sp5I,255,176,184,91400,386,MY-sen,
445,"Spinal trigeminal nucleus, oral part",Sp5O,255,176,182,91500,386,MY-sen,
45,Dorsomedial spinal trigeminal nucleus,DMSp5,255,176,182,91900,445,Sp5O,
2270,Paratrigeminal nucleus,Pa5,255,176,182,92010,386,MY-sen,
370,"Medulla, motor related",MY-mot,255,212,219,92200,354,MY,
2477,Ad1 adrenaline cells,Ad1,255,79,87,78340,370,MY-mot,
2478,Ad2 adrenaline cells,Ad2,255,79,87,78350,370,MY-mot,
2266,Ad3 adrenaline cells,Ad3,255,79,87,78360,370,MY-mot,
2198,"Subcoeruleus nucleus, alpha part",SubCA,255,212,219,92210,370,MY-mot,
2199,"Subcoeruleus nucleus, dorsal part",SubCD,255,212,219,92220,370,MY-mot,
2200,"Subcoeruleus nucleus, ventral part",SubCV,255,212,219,92230,370,MY-mot,
653,Abducens nucleus,6N,255,212,225,92300,370,MY-mot,
2229,Paraabducens nucleus,Pa6,255,212,225,92310,653,6N,
2228,"Abducens nucleus, retractor bulbi part",6RB,255,212,226,92400,370,MY-mot,
661,Facial nucleus,7N,255,212,234,92500,370,MY-mot,
2226,Perifacial zone,P7,255,212,234,92510,661,7N,
2462,"Facial nucleus, lateral subnucleus",7L,255,212,234,92520,661,7N,
2463,"Facial nucleus, dorsolateral subnucleus",7DL,255,212,234,92530,661,7N,
2464,"Facial nucleus, ventral intermediate subnucleus",7VI,255,212,234,92540,661,7N,
2465,"Facial nucleus, dorsal intermediate subnucleus",7DI,255,212,234,92550,661,7N,
2466,"Facial nucleus, dorsomedial subnucleus",7DM,255,212,234,92560,661,7N,
2467,"Facial nucleus, ventromedial subnucleus",7VM ,255,212,234,92570,661,7N,
576,"Facial motor nucleus, stylohyoid part",7SH,255,212,235,92600,370,MY-mot,
640,Nucleus of the origin of efferents of the vestibular nerve,EVe,255,212,230,92700,370,MY-mot,
2472,Ambiguus nucleus,Amb,255,212,216,92800,370,MY-mot,
135,"Ambiguus nucleus, compact part",AmbC,255,212,216,92810,2472,Amb,
2277,"Ambiguus nucleus, loose part",AmbL,255,212,216,92820,2472,Amb,
2471,Retroambiguus nucleus,Rambn,255,212,216,92830,2472,Amb,
839,Vagus nerve nucleus,10N,255,212,184,93100,370,MY-mot,
1048,Gigantocellular reticular nucleus,Gi,255,212,187,93300,370,MY-mot,
2223,"Gigantocellular reticular nucleus, alpha part",GiA,255,212,187,93310,1048,Gi,
2224,"Gigantocellular reticular nucleus, ventral part",GiV,255,212,187,93320,1048,Gi,
83,Inferior olivary nucleus,IO,255,212,189,93500,370,MY-mot,
2253,"Inferior olive, subnucleus A of medial nucleus",IOA,255,212,189,93510,83,IO,
2254,"Inferior olive, subnucleus B of medial nucleus",IOB,255,212,189,93520,83,IO,
2255,"Inferior olive, subnucleus C of medial nucleus",IOC,255,212,189,93530,83,IO,
2256,"Inferior olive, dorsal nucleus",IOD,255,212,189,93540,83,IO,
2257,"Inferior olive, dorsomedial cell group",IODM,255,212,189,93550,83,IO,
2258,"Inferior olive, principal nucleus",IOPr,255,212,189,93560,83,IO,
2259,"Inferior olive, ventrolateral protrusion",IOVL,255,212,189,93570,83,IO,
2260,"Inferior olive, cap of Kooy of the medial nucleus",IOK,255,212,189,93580,83,IO,
2261,"Inferior olive, beta subnucleus of the medial nucleus",IOBe,255,212,189,93590,83,IO,
2262,"Inferior olive, medial nucleus",IOM,255,212,189,93595,83,IO,
136,Intermediate reticular nucleus,IRt,255,212,187,93600,370,MY-mot,
2225,"Intermediate reticular nucleus, alpha part",IRtA,255,212,187,93610,136,IRt,
106,Inferior salivatory nucleus,IS,255,212,190,93700,370,MY-mot,
203,Linear nucleus of the hindbrain,Li,255,212,191,93800,370,MY-mot,
235,Lateral reticular nucleus,LRt,255,212,193,93900,370,MY-mot,
963,"Lateral reticular nucleus, parvicellular part",LRtPC,255,212,193,94100,235,LRt,
395,Paramedian reticular nucleus,PMn,255,212,195,94300,370,MY-mot,
1098,"Medullary reticular nucleus, dorsal part",MdD,255,212,195,94400,395,PMn,
1107,"Medullary reticular nucleus, ventral part",MdV,255,212,195,94500,395,PMn,
852,Parvicellular reticular nucleus,PCRt,255,212,196,94600,370,MY-mot,
2214,"Parvicellular reticular nucleus, alpha part",PCRtA,255,212,196,94610,852,PCRt,
2211,Trigeminal transition zone,5Tr,255,212,196,94620,370,MY-mot,
859,Parasolitary nucleus,PSol,255,212,197,94700,370,MY-mot,
938,Lateral paragigantocellular nucleus,LPGi,255,212,198,94800,370,MY-mot,
2248,"Lateral paragigantocellular nucleus, external part",LPGiE,255,212,198,94810,938,LPGi,
970,Dorsal paragigantocellular nucleus,DPGi,255,212,198,94900,938,LPGi,
978,"Paragigantocellular reticular nucleus, lateral part",PGRNl,255,212,198,95000,938,LPGi,
2252,Caudoventrolateral reticular nucleus,CVL,255,212,198,95010,370,PGRNl,
2469,Rostroventrolateral reticular nucleus,RVL,255,212,198,95020,370,PGRNl,
2269,Rostral ventral respiratory group,RVRG,255,212,198,95030,370,PGRNl,
2468,Botzinger complex,Bo,255,212,198,95040,370,MY-mot,
2251,Pre-Botzinger complex,PrBo,255,212,198,95050,2468,Bo,
154,Perihypoglossal nuclei,PHY,255,212,219,95100,370,MY-mot,
161,Intercalated nucleus,In,255,212,219,95200,154,PHY,
2276,Intermedius nucleus of the medulla,InM,255,212,219,95210,161,In,
177,Nucleus of Roller,Ro,255,212,221,95300,154,PHY,
169,Prepositus nucleus,Pr,255,212,219,95400,154,PHY,
1069,Parapyramidal nucleus,PPy,255,212,200,95600,370,MY-mot,
701,Vestibulocerebellar nucleus,VeCb,255,212,201,95900,370,MY-mot,
217,Superior vestibular nucleus,SuVe,255,214,201,96000,701,VeCb,
209,Lateral vestibular nucleus,LVe,255,214,201,96050,701,VeCb,
202,Medial vestibular nucleus,MVe,255,216,201,96100,701,VeCb,
2232,"Medial vestibular nucleus, magnocellular part",MVeMC,255,216,201,96110,202,MVe,
2233,"Medial vestibular nucleus, parvicellular part",MVePC,255,216,201,96120,202,MVe,
2368,"Medial vestibular nucleus, parvicellular part, dorsal",MVePd,255,216,201,96130,2233,MVePC,
2369,"Medial vestibular nucleus, parvicellular part, ventral",MVePv,255,216,201,96140,2233,MVePC,
225,Spinal vestibular nucleus,SpVe,255,212,201,96200,701,VeCb,
2268,F cell group of the vestibular complex,FVe,255,212,201,96310,701,VeCb,
2218,Paracochlear glial substance,PCGS,255,212,201,96320,701,VeCb,
765,Nucleus X,X,255,212,202,96400,370,MY-mot,
2267,Matrix region of the medulla,Mx,255,212,202,96410,370,MY-mot,
773,Hypoglossal nucleus,12N,255,212,192,96500,370,MY-mot,
2272,Central cervical nucleus of the spinal cord,CeCv,255,212,192,96510,370,MY-mot,
781,Nucleus Y of the vestibular complex,Y,255,212,203,96600,370,MY-mot,
379,"Medulla, behavioral state related",MY-sat,255,176,192,96800,354,MY,
206,RaphÈ magnus nucleus,RMg,255,176,193,96900,379,MY-sat,
2212,RaphÈ interpositus nucleus,RIP,255,176,193,96910,206,RMg,
230,RaphÈ pallidus nucleus,RPa,255,176,195,97000,379,MY-sat,
222,RaphÈ obscurus nucleus,ROb,255,176,194,97100,379,MY-sat,
1009,fiber tracts,fiber_tracts,204,204,204,97200,997,root,
2155,basilar artery,bas,204,204,204,97210,997,fiber_tracts,
967,cranial nerves,cm,204,204,204,97300,1009,fiber_tracts,
949,vomeronasal nerve,vn,204,204,204,97500,967,cm,
840,olfactory nerve,on,204,204,204,97600,967,cm,
1016,olfactory nerve layer,onl,204,204,204,97700,840,on,
21,"lateral olfactory tract, general",lotg,204,204,204,97800,840,In,
2279,dorsal lateral olfactory tract,dlo,204,204,204,97900,21,lotg,
665,lateral olfactory tract,lo,204,204,204,97900,21,lotg,
459,accessory olfactory tract,aot,204,204,204,98100,21,lotg,
900,"anterior commissure, anterior part",aca,204,204,204,98200,840,In,
2317,"anterior commissure, intrabulbar part",aci,204,204,204,98210,840,In,
848,optic nerve,2n,204,204,204,98300,967,cm,
916,brachium of the superior colliculus,bsc,204,204,204,98500,848,2n,
336,commissure of the superior colliculus,csc,204,204,204,98600,848,2n,
117,optic chiasm,och,204,204,204,98700,848,2n,
125,optic tract,opt,204,204,204,98800,848,2n,
2040,supraoptic decussation,sox,204,204,204,98810,848,2n,
832,oculomotor nerve,3n,204,204,204,99000,967,cm,
62,medial longitudinal fasciculus,mlf,204,204,204,99100,832,3n,
158,posterior commissure,pc,204,204,204,99200,832,3n,
911,trochlear nerve,4n,204,204,204,99300,967,cm,
901,trigeminal nerve,5n,204,204,204,99600,967,cm,
93,motor root of the trigeminal nerve,m5,204,204,204,99700,901,5n,
229,sensory root of the trigeminal nerve,s5,204,204,204,99800,901,5n,
705,mesencephalic trigeminal tract,me5,204,204,204,99900,229,s5,
794,spinal trigeminal tract,sp5,204,204,204,100000,229,s5,
798,facial nerve,7n,204,204,204,100100,967,cm,
1131,ascending fibers of the facial nerve,asc7,204,204,204,100200,798,7n,
1116,genu of the facial nerve,g7,204,204,204,100300,798,7n,
933,vestibulocochlear nerve,8n,204,204,204,100400,967,cm,
2461,interstitial nucleus of the vestibular part of the 8th nerve,I8,204,204,204,100410,933,8n,
413,vestibular root of the vestibulocochlear nerve,8vn,204,204,204,100600,933,8n,
948,cochlear nerve,8cn,204,204,204,100700,933,VIIIn,
2222,olivocochlear bundle,ocb,204,204,204,100710,967,cm,
841,trapezoid body,tz,204,204,204,100800,948,8cn,
506,dorsal acoustic stria,das,204,204,204,101000,948,8cn,
658,lateral lemniscus,ll,204,204,204,101100,948,8cn,
